QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
1442,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,Medium,76.77410997646754,False,"array,hash-table,math,bit-manipulation,prefix-sum",algorithms
1443,Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,Medium,62.34576215602105,False,"hash-table,tree,depth-first-search,breadth-first-search",algorithms
1444,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,Hard,62.736552467265085,False,"array,dynamic-programming,memoization,matrix",algorithms
1445,Apples & Oranges,apples-oranges,Medium,88.26910516002613,True,database,database
1446,Consecutive Characters,consecutive-characters,Easy,60.52448134094852,False,string,algorithms
1447,Simplified Fractions,simplified-fractions,Medium,65.8940987698342,False,"math,string,number-theory",algorithms
1448,Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,Medium,73.3497829563628,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1449,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,Hard,47.876021283400696,False,"array,dynamic-programming",algorithms
1450,Number of Students Doing Homework at a Given Time,number-of-students-doing-homework-at-a-given-time,Easy,75.58399485950656,False,array,algorithms
1451,Rearrange Words in a Sentence,rearrange-words-in-a-sentence,Medium,63.89070049112906,False,"string,sorting",algorithms
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,Medium,57.18949286365017,False,"array,hash-table,string",algorithms
1453,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,Hard,37.2460195856372,False,"array,math,geometry",algorithms
1454,Active Users,active-users,Medium,37.11280205212218,True,database,database
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,Easy,64.12678402593309,False,"string,string-matching",algorithms
1456,Maximum Number of Vowels in a Substring of Given Length,maximum-number-of-vowels-in-a-substring-of-given-length,Medium,57.909698280477095,False,"string,sliding-window",algorithms
1457,Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree,Medium,67.40834025015026,False,"bit-manipulation,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1458,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,Hard,62.65468139622799,False,"array,dynamic-programming",algorithms
1459,Rectangles Area,rectangles-area,Medium,68.68028144842972,True,database,database
1460,Make Two Arrays Equal by Reversing Subarrays,make-two-arrays-equal-by-reversing-subarrays,Easy,71.88940092165899,False,"array,hash-table,sorting",algorithms
1461,Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,Medium,56.50668787932355,False,"hash-table,string,bit-manipulation,rolling-hash,hash-function",algorithms
1462,Course Schedule IV,course-schedule-iv,Medium,49.47807332854062,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
1463,Cherry Pickup II,cherry-pickup-ii,Hard,69.50510995048089,False,"array,dynamic-programming,matrix",algorithms
1464,Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array,Easy,80.65112783600684,False,"array,sorting,heap-priority-queue",algorithms
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,Medium,40.946264750987574,False,"array,greedy,sorting",algorithms
1466,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,Medium,65.34621838718195,False,"depth-first-search,breadth-first-search,graph",algorithms
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,Hard,60.5187094758222,False,"array,math,dynamic-programming,backtracking,combinatorics,probability-and-statistics",algorithms
1468,Calculate Salaries,calculate-salaries,Medium,79.23748277446026,True,database,database
1469,Find All The Lonely Nodes,find-all-the-lonely-nodes,Easy,82.54204811581862,True,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1470,Shuffle the Array,shuffle-the-array,Easy,88.43431185798927,False,array,algorithms
1471,The k Strongest Values in an Array,the-k-strongest-values-in-an-array,Medium,60.796337590377725,False,"array,two-pointers,sorting",algorithms
1472,Design Browser History,design-browser-history,Medium,77.62706187725027,False,"array,linked-list,stack,design,doubly-linked-list,data-stream",algorithms
1473,Paint House III,paint-house-iii,Hard,61.17111995451962,False,"array,dynamic-programming",algorithms
1474,Delete N Nodes After M Nodes of a Linked List,delete-n-nodes-after-m-nodes-of-a-linked-list,Easy,73.06229440789474,True,linked-list,algorithms
1475,Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,Easy,76.89176476263991,False,"array,stack,monotonic-stack",algorithms
1476,Subrectangle Queries,subrectangle-queries,Medium,88.1548421904505,False,"array,design,matrix",algorithms
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,Medium,36.563912007126746,False,"array,hash-table,binary-search,dynamic-programming,sliding-window",algorithms
1478,Allocate Mailboxes,allocate-mailboxes,Hard,55.16821244747246,False,"array,math,dynamic-programming,sorting",algorithms
1479,Sales by Day of the Week,sales-by-day-of-the-week,Hard,78.98812100226039,True,database,database
1480,Running Sum of 1d Array,running-sum-of-1d-array,Easy,86.62320779146843,False,"array,prefix-sum",algorithms
1481,Least Number of Unique Integers after K Removals,least-number-of-unique-integers-after-k-removals,Medium,55.98650486452558,False,"array,hash-table,greedy,sorting,counting",algorithms
1482,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,Medium,52.06649267864566,False,"array,binary-search",algorithms
1483,Kth Ancestor of a Tree Node,kth-ancestor-of-a-tree-node,Hard,34.33883594281824,False,"binary-search,dynamic-programming,tree,depth-first-search,breadth-first-search,design",algorithms
1484,Group Sold Products By The Date,group-sold-products-by-the-date,Easy,76.77312278749389,False,database,database
1485,Clone Binary Tree With Random Pointer,clone-binary-tree-with-random-pointer,Medium,80.5801282051282,True,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
1486,XOR Operation in an Array,xor-operation-in-an-array,Easy,85.27626862533192,False,"math,bit-manipulation",algorithms
1487,Making File Names Unique,making-file-names-unique,Medium,36.65902096612455,False,"array,hash-table,string",algorithms
1488,Avoid Flood in The City,avoid-flood-in-the-city,Medium,26.779421568938695,False,"array,hash-table,binary-search,greedy,heap-priority-queue",algorithms
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,Hard,69.05637001858352,False,"union-find,graph,sorting,minimum-spanning-tree,strongly-connected-component",algorithms
1490,Clone N-ary Tree,clone-n-ary-tree,Medium,83.23480509883613,True,"hash-table,tree,depth-first-search,breadth-first-search",algorithms
1491,Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary,Easy,63.440118496748376,False,"array,sorting",algorithms
1492,The kth Factor of n,the-kth-factor-of-n,Medium,65.9659678914789,False,"math,number-theory",algorithms
1493,Longest Subarray of 1's After Deleting One Element,longest-subarray-of-1s-after-deleting-one-element,Medium,66.65690537563378,False,"array,dynamic-programming,sliding-window",algorithms
1494,Parallel Courses II,parallel-courses-ii,Hard,29.87964989059081,False,"dynamic-programming,bit-manipulation,graph,bitmask",algorithms
1495,Friendly Movies Streamed Last Month,friendly-movies-streamed-last-month,Easy,48.978687972788634,True,database,database
1496,Path Crossing,path-crossing,Easy,56.34501520243239,False,"hash-table,string",algorithms
1497,Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,Medium,38.5607204072757,False,"array,hash-table,counting",algorithms
1498,Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,Medium,44.01456163413894,False,"array,two-pointers,binary-search,sorting",algorithms
1499,Max Value of Equation,max-value-of-equation,Hard,44.56979792281913,False,"array,queue,sliding-window,heap-priority-queue,monotonic-queue",algorithms
1500,Design a File Sharing System,design-a-file-sharing-system,Medium,44.21148587055606,True,"hash-table,design,heap-priority-queue,data-stream",algorithms
1501,Countries You Can Safely Invest In,countries-you-can-safely-invest-in,Medium,49.48540432517308,True,database,database
1502,Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence,Easy,69.78946280489288,False,"array,sorting",algorithms
1503,Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank,Medium,68.75829712146574,False,"array,brainteaser,simulation",algorithms
1504,Count Submatrices With All Ones,count-submatrices-with-all-ones,Medium,57.30003929553818,False,"array,dynamic-programming,stack,matrix,monotonic-stack",algorithms
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,Hard,38.90873260253726,False,"string,greedy,binary-indexed-tree,segment-tree",algorithms
1506,Find Root of N-Ary Tree,find-root-of-n-ary-tree,Medium,78.45819920007804,True,"hash-table,bit-manipulation,tree,depth-first-search",algorithms
1507,Reformat Date,reformat-date,Easy,64.3368217612106,False,string,algorithms
1508,Range Sum of Sorted Subarray Sums,range-sum-of-sorted-subarray-sums,Medium,58.569323948273045,False,"array,two-pointers,binary-search,sorting",algorithms
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,minimum-difference-between-largest-and-smallest-value-in-three-moves,Medium,54.83944554030299,False,"array,greedy,sorting",algorithms
1510,Stone Game IV,stone-game-iv,Hard,59.81801968711853,False,"math,dynamic-programming,game-theory",algorithms
1511,Customer Order Frequency,customer-order-frequency,Easy,69.15496516622748,True,database,database
1512,Number of Good Pairs,number-of-good-pairs,Easy,88.94933879550754,False,"array,hash-table,math,counting",algorithms
1513,Number of Substrings With Only 1s,number-of-substrings-with-only-1s,Medium,46.360488144894504,False,"math,string",algorithms
1514,Path with Maximum Probability,path-with-maximum-probability,Medium,54.59092187609873,False,"array,graph,heap-priority-queue,shortest-path",algorithms
1515,Best Position for a Service Centre,best-position-for-a-service-centre,Hard,36.3953006219765,False,"math,geometry,randomized",algorithms
1516,Move Sub-Tree of N-Ary Tree,move-sub-tree-of-n-ary-tree,Hard,62.603062426383985,True,"tree,depth-first-search",algorithms
1517,Find Users With Valid E-Mails,find-users-with-valid-e-mails,Easy,47.033301617507135,False,database,database
1518,Water Bottles,water-bottles,Easy,60.55749189489879,False,"math,simulation",algorithms
1519,Number of Nodes in the Sub-Tree With the Same Label,number-of-nodes-in-the-sub-tree-with-the-same-label,Medium,55.087870678090646,False,"hash-table,tree,depth-first-search,breadth-first-search,counting",algorithms
1520,Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,Hard,38.64796252191892,False,"string,greedy",algorithms
1521,Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,Hard,43.90006489292667,False,"array,binary-search,bit-manipulation,segment-tree",algorithms
1522,Diameter of N-Ary Tree,diameter-of-n-ary-tree,Medium,73.77253064167267,True,"tree,depth-first-search",algorithms
1523,Count Odd Numbers in an Interval Range,count-odd-numbers-in-an-interval-range,Easy,49.730358808743816,False,math,algorithms
1524,Number of Sub-arrays With Odd Sum,number-of-sub-arrays-with-odd-sum,Medium,43.36013511032786,False,"array,math,dynamic-programming,prefix-sum",algorithms
1525,Number of Good Ways to Split a String,number-of-good-ways-to-split-a-string,Medium,68.5858462598609,False,"string,dynamic-programming,bit-manipulation",algorithms
1526,Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,Hard,69.65182917255456,False,"array,dynamic-programming,stack,greedy,monotonic-stack",algorithms
1527,Patients With a Condition,patients-with-a-condition,Easy,40.35288832432265,False,database,database
1528,Shuffle String,shuffle-string,Easy,84.63134220808202,False,"array,string",algorithms
1529,Minimum Suffix Flips,minimum-suffix-flips,Medium,72.68181962477381,False,"string,greedy",algorithms
1530,Number of Good Leaf Nodes Pairs,number-of-good-leaf-nodes-pairs,Medium,61.92687902086929,False,"tree,depth-first-search,binary-tree",algorithms
1531,String Compression II,string-compression-ii,Hard,49.10701465666729,False,"string,dynamic-programming",algorithms
1532,The Most Recent Three Orders,the-most-recent-three-orders,Medium,68.310895514253,True,database,database
1533,Find the Index of the Large Integer,find-the-index-of-the-large-integer,Medium,55.679781111425605,True,"array,binary-search,interactive",algorithms
1534,Count Good Triplets,count-good-triplets,Easy,81.03299684495305,False,"array,enumeration",algorithms
1535,Find the Winner of an Array Game,find-the-winner-of-an-array-game,Medium,57.445512681080615,False,"array,simulation",algorithms
1536,Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid,Medium,46.64411547993838,False,"array,greedy,matrix",algorithms
1537,Get the Maximum Score,get-the-maximum-score,Hard,39.126671783398926,False,"array,two-pointers,dynamic-programming,greedy",algorithms
1538,Guess the Majority in a Hidden Array,guess-the-majority-in-a-hidden-array,Medium,70.78587699316628,True,"array,math,interactive",algorithms
1539,Kth Missing Positive Number,kth-missing-positive-number,Easy,59.1532488515177,False,"array,binary-search",algorithms
1540,Can Convert String in K Moves,can-convert-string-in-k-moves,Medium,34.083990320818046,False,"hash-table,string",algorithms
1541,Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string,Medium,49.96605879307369,False,"string,stack,greedy",algorithms
1542,Find Longest Awesome Substring,find-longest-awesome-substring,Hard,42.64253333774528,False,"hash-table,string,bit-manipulation",algorithms
1543,Fix Product Name Format,fix-product-name-format,Easy,59.869048375818444,True,database,database
1544,Make The String Great,make-the-string-great,Easy,63.08458810391586,False,"string,stack",algorithms
1545,Find Kth Bit in Nth Binary String,find-kth-bit-in-nth-binary-string,Medium,58.65557973267019,False,"string,recursion",algorithms
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,Medium,47.54142505789634,False,"array,hash-table,greedy,prefix-sum",algorithms
1547,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,Hard,62.015857860434224,False,"array,dynamic-programming,sorting",algorithms
1548,The Most Similar Path in a Graph,the-most-similar-path-in-a-graph,Hard,58.98843227845902,True,"dynamic-programming,graph",algorithms
1549,The Most Recent Orders for Each Product,the-most-recent-orders-for-each-product,Medium,65.28827855783572,True,database,database
1550,Three Consecutive Odds,three-consecutive-odds,Easy,63.04338800083039,False,array,algorithms
1551,Minimum Operations to Make Array Equal,minimum-operations-to-make-array-equal,Medium,81.99396100116414,False,math,algorithms
1552,Magnetic Force Between Two Balls,magnetic-force-between-two-balls,Medium,60.00833721586033,False,"array,binary-search,sorting",algorithms
1553,Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges,Hard,34.95561546904805,False,"dynamic-programming,memoization",algorithms
1554,Strings Differ by One Character,strings-differ-by-one-character,Medium,41.88108264268819,True,"hash-table,string,rolling-hash,hash-function",algorithms
1555,Bank Account Summary,bank-account-summary,Medium,51.37241948802642,True,database,database
1556,Thousand Separator,thousand-separator,Easy,53.91653089359569,False,string,algorithms
1557,Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes,Medium,81.22332719459791,False,graph,algorithms
1558,Minimum Numbers of Function Calls to Make Target Array,minimum-numbers-of-function-calls-to-make-target-array,Medium,63.768985443177876,False,"array,greedy,bit-manipulation",algorithms
1559,Detect Cycles in 2D Grid,detect-cycles-in-2d-grid,Medium,48.46360977620882,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
1560,Most Visited Sector in  a Circular Track,most-visited-sector-in-a-circular-track,Easy,58.40571088637716,False,"array,simulation",algorithms
1561,Maximum Number of Coins You Can Get,maximum-number-of-coins-you-can-get,Medium,79.69996503829896,False,"array,math,greedy,sorting,game-theory",algorithms
1562,Find Latest Group of Size M,find-latest-group-of-size-m,Medium,42.958737684272904,False,"array,binary-search,simulation",algorithms
1563,Stone Game V,stone-game-v,Hard,40.68028124860047,False,"array,math,dynamic-programming,game-theory",algorithms
1564,Put Boxes Into the Warehouse I,put-boxes-into-the-warehouse-i,Medium,67.04288939051919,True,"array,greedy,sorting",algorithms
1565,Unique Orders and Customers Per Month,unique-orders-and-customers-per-month,Easy,82.26399673069064,True,database,database
1566,Detect Pattern of Length M Repeated K or More Times,detect-pattern-of-length-m-repeated-k-or-more-times,Easy,43.25073317728092,False,"array,enumeration",algorithms
1567,Maximum Length of Subarray With Positive Product,maximum-length-of-subarray-with-positive-product,Medium,44.12501740219964,False,"array,dynamic-programming,greedy",algorithms
1568,Minimum Number of Days to Disconnect Island,minimum-number-of-days-to-disconnect-island,Hard,45.474185280117176,False,"array,depth-first-search,breadth-first-search,matrix,strongly-connected-component",algorithms
1569,Number of Ways to Reorder Array to Get Same BST,number-of-ways-to-reorder-array-to-get-same-bst,Hard,53.58022696983159,False,"array,math,divide-and-conquer,dynamic-programming,tree,union-find,binary-search-tree,memoization,combinatorics,binary-tree",algorithms
1570,Dot Product of Two Sparse Vectors,dot-product-of-two-sparse-vectors,Medium,90.12284342519477,True,"array,hash-table,two-pointers,design",algorithms
1571,Warehouse Manager,warehouse-manager,Easy,87.85003578271811,True,database,database
1572,Matrix Diagonal Sum,matrix-diagonal-sum,Easy,82.70091488623936,False,"array,matrix",algorithms
1573,Number of Ways to Split a String,number-of-ways-to-split-a-string,Medium,32.46963761619982,False,"math,string",algorithms
1574,Shortest Subarray to be Removed to Make Array Sorted,shortest-subarray-to-be-removed-to-make-array-sorted,Medium,37.53821809794561,False,"array,two-pointers,binary-search,stack,monotonic-stack",algorithms
1575,Count All Possible Routes,count-all-possible-routes,Hard,65.78934871904457,False,"array,dynamic-programming,memoization",algorithms
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,replace-all-s-to-avoid-consecutive-repeating-characters,Easy,47.05117736264103,False,string,algorithms
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,Medium,40.62688491857151,False,"array,hash-table,math,two-pointers",algorithms
1578,Minimum Time to Make Rope Colorful,minimum-time-to-make-rope-colorful,Medium,62.989650895634675,False,"array,string,dynamic-programming,greedy",algorithms
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,remove-max-number-of-edges-to-keep-graph-fully-traversable,Hard,64.49417918392854,False,"union-find,graph",algorithms
1580,Put Boxes Into the Warehouse II,put-boxes-into-the-warehouse-ii,Medium,63.65407673860911,True,"array,greedy,sorting",algorithms
1581,Customer Who Visited but Did Not Make Any Transactions,customer-who-visited-but-did-not-make-any-transactions,Easy,74.93073752593078,False,database,database
1582,Special Positions in a Binary Matrix,special-positions-in-a-binary-matrix,Easy,65.12214948872631,False,"array,matrix",algorithms
1583,Count Unhappy Friends,count-unhappy-friends,Medium,61.439230179206476,False,"array,simulation",algorithms
1584,Min Cost to Connect All Points,min-cost-to-connect-all-points,Medium,66.49985987151295,False,"array,union-find,graph,minimum-spanning-tree",algorithms
1585,Check If String Is Transformable With Substring Sort Operations,check-if-string-is-transformable-with-substring-sort-operations,Hard,48.19519557288391,False,"string,greedy,sorting",algorithms
1586,Binary Search Tree Iterator II,binary-search-tree-iterator-ii,Medium,70.4555017883442,True,"stack,tree,design,binary-search-tree,binary-tree,iterator",algorithms
1587,Bank Account Summary II,bank-account-summary-ii,Easy,84.00340435409151,False,database,database
1588,Sum of All Odd Length Subarrays,sum-of-all-odd-length-subarrays,Easy,83.18840983621787,False,"array,math,prefix-sum",algorithms
1589,Maximum Sum Obtained of Any Permutation,maximum-sum-obtained-of-any-permutation,Medium,37.54636712282834,False,"array,greedy,sorting,prefix-sum",algorithms
1590,Make Sum Divisible by P,make-sum-divisible-by-p,Medium,28.599742570422936,False,"array,hash-table,prefix-sum",algorithms
1591,Strange Printer II,strange-printer-ii,Hard,58.89272546380289,False,"array,graph,topological-sort,matrix",algorithms
1592,Rearrange Spaces Between Words,rearrange-spaces-between-words,Easy,43.35582501307173,False,string,algorithms
1593,Split a String Into the Max Number of Unique Substrings,split-a-string-into-the-max-number-of-unique-substrings,Medium,55.91195338708728,False,"hash-table,string,backtracking",algorithms
1594,Maximum Non Negative Product in a Matrix,maximum-non-negative-product-in-a-matrix,Medium,33.39306606637738,False,"array,dynamic-programming,matrix",algorithms
1595,Minimum Cost to Connect Two Groups of Points,minimum-cost-to-connect-two-groups-of-points,Hard,47.52851711026616,False,"array,dynamic-programming,bit-manipulation,matrix,bitmask",algorithms
1596,The Most Frequently Ordered Products for Each Customer,the-most-frequently-ordered-products-for-each-customer,Medium,79.3713109871663,True,database,database
1597,Build Binary Expression Tree From Infix Expression,build-binary-expression-tree-from-infix-expression,Hard,62.60621813455963,True,"string,stack,tree,binary-tree",algorithms
1598,Crawler Log Folder,crawler-log-folder,Easy,64.75791564763537,False,"array,string,stack",algorithms
1599,Maximum Profit of Operating a Centennial Wheel,maximum-profit-of-operating-a-centennial-wheel,Medium,43.55740181268882,False,"array,simulation",algorithms
1600,Throne Inheritance,throne-inheritance,Medium,64.04986522911051,False,"hash-table,tree,depth-first-search,design",algorithms
1601,Maximum Number of Achievable Transfer Requests,maximum-number-of-achievable-transfer-requests,Hard,64.83615014247813,False,"array,backtracking,bit-manipulation,enumeration",algorithms
1602,Find Nearest Right Node in Binary Tree,find-nearest-right-node-in-binary-tree,Medium,75.44661120960043,True,"tree,breadth-first-search,binary-tree",algorithms
1603,Design Parking System,design-parking-system,Easy,88.1280449633924,False,"design,simulation,counting",algorithms
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,Medium,45.81384049420421,False,"array,hash-table,string,sorting",algorithms
1605,Find Valid Matrix Given Row and Column Sums,find-valid-matrix-given-row-and-column-sums,Medium,77.52159001694145,False,"array,greedy,matrix",algorithms
1606,Find Servers That Handled Most Number of Requests,find-servers-that-handled-most-number-of-requests,Hard,43.26573062922517,False,"array,greedy,heap-priority-queue,ordered-set",algorithms
1607,Sellers With No Sales,sellers-with-no-sales,Easy,54.09958258795468,True,database,database
1608,Special Array With X Elements Greater Than or Equal X,special-array-with-x-elements-greater-than-or-equal-x,Easy,59.9976048860325,False,"array,binary-search,sorting",algorithms
1609,Even Odd Tree,even-odd-tree,Medium,55.409274304979824,False,"tree,breadth-first-search,binary-tree",algorithms
1610,Maximum Number of Visible Points,maximum-number-of-visible-points,Hard,37.28887341110917,False,"array,math,geometry,sliding-window,sorting",algorithms
1611,Minimum One Bit Operations to Make Integers Zero,minimum-one-bit-operations-to-make-integers-zero,Hard,63.57464068424301,False,"dynamic-programming,bit-manipulation,memoization",algorithms
1612,Check If Two Expression Trees are Equivalent,check-if-two-expression-trees-are-equivalent,Medium,70.3842549203374,True,"tree,depth-first-search,binary-tree",algorithms
1613,Find the Missing IDs,find-the-missing-ids,Medium,73.42012242434693,True,database,database
1614,Maximum Nesting Depth of the Parentheses,maximum-nesting-depth-of-the-parentheses,Easy,81.55789686449884,False,"string,stack",algorithms
1615,Maximal Network Rank,maximal-network-rank,Medium,65.2179935588877,False,graph,algorithms
1616,Split Two Strings to Make Palindrome,split-two-strings-to-make-palindrome,Medium,31.01858243366375,False,"two-pointers,string",algorithms
1617,Count Subtrees With Max Distance Between Cities,count-subtrees-with-max-distance-between-cities,Hard,65.48622019134656,False,"dynamic-programming,bit-manipulation,tree,enumeration,bitmask",algorithms
1618,Maximum Font to Fit a Sentence in a Screen,maximum-font-to-fit-a-sentence-in-a-screen,Medium,60.52268335327137,True,"array,string,binary-search,interactive",algorithms
1619,Mean of Array After Removing Some Elements,mean-of-array-after-removing-some-elements,Easy,67.11166450585985,False,"array,sorting",algorithms
1620,Coordinate With Maximum Network Quality,coordinate-with-maximum-network-quality,Medium,37.505808010407954,False,"array,enumeration",algorithms
1621,Number of Sets of K Non-Overlapping Line Segments,number-of-sets-of-k-non-overlapping-line-segments,Medium,42.90203067110632,False,"math,dynamic-programming",algorithms
1622,Fancy Sequence,fancy-sequence,Hard,16.744164633304177,False,"math,design,segment-tree",algorithms
1623,All Valid Triplets That Can Represent a Country,all-valid-triplets-that-can-represent-a-country,Easy,84.23064523557315,True,database,database
1624,Largest Substring Between Two Equal Characters,largest-substring-between-two-equal-characters,Easy,59.14737577329874,False,"hash-table,string",algorithms
1625,Lexicographically Smallest String After Applying Operations,lexicographically-smallest-string-after-applying-operations,Medium,65.91471401542715,False,"string,breadth-first-search",algorithms
1626,Best Team With No Conflicts,best-team-with-no-conflicts,Medium,50.54281330717989,False,"array,dynamic-programming,sorting",algorithms
1627,Graph Connectivity With Threshold,graph-connectivity-with-threshold,Hard,46.7484446531283,False,"array,math,union-find,number-theory",algorithms
1628,Design an Expression Tree With Evaluate Function,design-an-expression-tree-with-evaluate-function,Medium,82.81547033759423,True,"math,stack,tree,design,binary-tree",algorithms
1629,Slowest Key,slowest-key,Easy,59.07689222052298,False,"array,string",algorithms
1630,Arithmetic Subarrays,arithmetic-subarrays,Medium,80.99409164153204,False,"array,sorting",algorithms
1631,Path With Minimum Effort,path-with-minimum-effort,Medium,59.352676556035334,False,"array,binary-search,depth-first-search,breadth-first-search,union-find,heap-priority-queue,matrix",algorithms
1632,Rank Transform of a Matrix,rank-transform-of-a-matrix,Hard,40.949618025336044,False,"array,union-find,graph,topological-sort,sorting,matrix",algorithms
1633,Percentage of Users Attended a Contest,percentage-of-users-attended-a-contest,Easy,56.706905807375186,False,database,database
1634,Add Two Polynomials Represented as Linked Lists,add-two-polynomials-represented-as-linked-lists,Medium,55.04296176691079,True,"linked-list,math,two-pointers",algorithms
1635,Hopper Company Queries I,hopper-company-queries-i,Hard,48.32079875518672,True,database,database
1636,Sort Array by Increasing Frequency,sort-array-by-increasing-frequency,Easy,70.57617112627463,False,"array,hash-table,sorting",algorithms
1637,Widest Vertical Area Between Two Points Containing No Points,widest-vertical-area-between-two-points-containing-no-points,Medium,84.55106888361044,False,"array,sorting",algorithms
1638,Count Substrings That Differ by One Character,count-substrings-that-differ-by-one-character,Medium,71.15916323230216,False,"hash-table,string,dynamic-programming",algorithms
1639,Number of Ways to Form a Target String Given a Dictionary,number-of-ways-to-form-a-target-string-given-a-dictionary,Hard,52.32303503787878,False,"array,string,dynamic-programming",algorithms
1640,Check Array Formation Through Concatenation,check-array-formation-through-concatenation,Easy,56.32308265504987,False,"array,hash-table",algorithms
1641,Count Sorted Vowel Strings,count-sorted-vowel-strings,Medium,78.01068303216275,False,"math,dynamic-programming,combinatorics",algorithms
1642,Furthest Building You Can Reach,furthest-building-you-can-reach,Medium,48.40101856611714,False,"array,greedy,heap-priority-queue",algorithms
1643,Kth Smallest Instructions,kth-smallest-instructions,Hard,47.50989789539488,False,"array,math,dynamic-programming,combinatorics",algorithms
1644,Lowest Common Ancestor of a Binary Tree II,lowest-common-ancestor-of-a-binary-tree-ii,Medium,61.94903711550831,True,"tree,depth-first-search,binary-tree",algorithms
1645,Hopper Company Queries II,hopper-company-queries-ii,Hard,38.61273227342859,True,database,database
1646,Get Maximum in Generated Array,get-maximum-in-generated-array,Easy,50.225788044547635,False,"array,dynamic-programming,simulation",algorithms
1647,Minimum Deletions to Make Character Frequencies Unique,minimum-deletions-to-make-character-frequencies-unique,Medium,61.20844386220915,False,"hash-table,string,greedy,sorting",algorithms
1648,Sell Diminishing-Valued Colored Balls,sell-diminishing-valued-colored-balls,Medium,30.101619299405158,False,"array,math,binary-search,greedy,sorting,heap-priority-queue",algorithms
1649,Create Sorted Array through Instructions,create-sorted-array-through-instructions,Hard,38.13813340064365,False,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
