problem_name,bug_path,correct_path,debugged_path,bug_type,ngram_match,weighted_ngram_match,syntax_match,dataflow_match,codebleu_bug,codebleu_debugged,difference
Search in Rotated Sorted Array II,../data/formatted/buggy_codes_GPT/Search in Rotated Sorted Array II.java,../data/formatted/correct_codes/Search in Rotated Sorted Array II.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Search in Rotated Sorted Array II.java,Search in Rotated Sorted Array II,,,,,0.952363175102911,0.9608949199400088,0.008531744837097732
Shortest Common Supersequence,../data/formatted/buggy_codes_GPT/Shortest Common Supersequence.java,../data/formatted/correct_codes/Shortest Common Supersequence.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Shortest Common Supersequence.java,Shortest Common Supersequence,,,,,0.9402284159082255,0.9402284159082255,0.0
Shortest Subarray to be Removed to Make Array Sorted,../data/formatted/buggy_codes_GPT/Shortest Subarray to be Removed to Make Array Sorted.java,../data/formatted/correct_codes/Shortest Subarray to be Removed to Make Array Sorted.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Shortest Subarray to be Removed to Make Array Sorted.java,Shortest Subarray to be Removed to Make Array Sorted,,,,,0.9168472470432001,0.9498057591974503,0.032958512154250164
Smallest Subtree with all the Deepest Nodes,../data/formatted/buggy_codes_GPT/Smallest Subtree with all the Deepest Nodes.java,../data/formatted/correct_codes/Smallest Subtree with all the Deepest Nodes.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Smallest Subtree with all the Deepest Nodes.java,Smallest Subtree with all the Deepest Nodes,,,,,0.9350958804964833,0.9310392029301375,-0.004056677566345757
Soup Servings,../data/formatted/buggy_codes_GPT/Soup Servings.java,../data/formatted/correct_codes/Soup Servings.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Soup Servings.java,Soup Servings,,,,,0.8606596348962942,0.8606596348962942,0.0
Spiral Matrix II,../data/formatted/buggy_codes_GPT/Spiral Matrix II.java,../data/formatted/correct_codes/Spiral Matrix II.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Spiral Matrix II.java,Spiral Matrix II,,,,,0.887937656304322,0.8828091644233379,-0.005128491880984076
Stone Game VI,../data/formatted/buggy_codes_GPT/Stone Game VI.java,../data/formatted/correct_codes/Stone Game VI.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Stone Game VI.java,Stone Game VI,,,,,0.9197903591888154,0.9197903591888154,0.0
String Matching in an Array,../data/formatted/buggy_codes_GPT/String Matching in an Array.java,../data/formatted/correct_codes/String Matching in an Array.java,../data/formatted/debugged_GPTBuggyCodes_f_n/String Matching in an Array.java,String Matching in an Array,,,,,0.8500806482028751,0.8418974012091209,-0.008183246993754167
String Without AAA or BBB,../data/formatted/buggy_codes_GPT/String Without AAA or BBB.java,../data/formatted/correct_codes/String Without AAA or BBB.java,../data/formatted/debugged_GPTBuggyCodes_f_n/String Without AAA or BBB.java,String Without AAA or BBB,,,,,0.5132816732883885,0.8191738680975278,0.3058921948091393
Subsets II,../data/formatted/buggy_codes_GPT/Subsets II.java,../data/formatted/correct_codes/Subsets II.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Subsets II.java,Subsets II,,,,,0.9022598791922567,0.8827921524771353,-0.019467726715121425
Sum of All Odd Length Subarrays,../data/formatted/buggy_codes_GPT/Sum of All Odd Length Subarrays.java,../data/formatted/correct_codes/Sum of All Odd Length Subarrays.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Sum of All Odd Length Subarrays.java,Sum of All Odd Length Subarrays,,,,,0.1735208303316435,0.6471820325254073,0.4736612021937638
Sum of Digits of String After Convert,../data/formatted/buggy_codes_GPT/Sum of Digits of String After Convert.java,../data/formatted/correct_codes/Sum of Digits of String After Convert.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Sum of Digits of String After Convert.java,Sum of Digits of String After Convert,,,,,0.9329554169778147,0.9406709920198961,0.007715575042081424
Sum of Scores of Built Strings,../data/formatted/buggy_codes_GPT/Sum of Scores of Built Strings.java,../data/formatted/correct_codes/Sum of Scores of Built Strings.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Sum of Scores of Built Strings.java,Sum of Scores of Built Strings,,,,,0.9545451831690177,0.950058578780618,-0.004486604388399762
Super Egg Drop,../data/formatted/buggy_codes_GPT/Super Egg Drop.java,../data/formatted/correct_codes/Super Egg Drop.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Super Egg Drop.java,Super Egg Drop,,,,,0.9423541449350964,0.9423541449350964,0.0
Surrounded Regions,../data/formatted/buggy_codes_GPT/Surrounded Regions.java,../data/formatted/correct_codes/Surrounded Regions.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Surrounded Regions.java,Surrounded Regions,,,,,0.9636861139344004,0.9636861139344004,0.0
The Time When the Network Becomes Idle,../data/formatted/buggy_codes_GPT/The Time When the Network Becomes Idle.java,../data/formatted/correct_codes/The Time When the Network Becomes Idle.java,../data/formatted/debugged_GPTBuggyCodes_f_n/The Time When the Network Becomes Idle.java,The Time When the Network Becomes Idle,,,,,0.9280625228113525,0.8666478011824676,-0.06141472162888484
Total Hamming Distance,../data/formatted/buggy_codes_GPT/Total Hamming Distance.java,../data/formatted/correct_codes/Total Hamming Distance.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Total Hamming Distance.java,Total Hamming Distance,,,,,0.9008502500229345,0.9295865532688826,0.028736303245948114
Transform to Chessboard,../data/formatted/buggy_codes_GPT/Transform to Chessboard.java,../data/formatted/correct_codes/Transform to Chessboard.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Transform to Chessboard.java,Transform to Chessboard,,,,,0.9343880586835475,0.9258186528525132,-0.008569405831034271
Trim a Binary Search Tree,../data/formatted/buggy_codes_GPT/Trim a Binary Search Tree.java,../data/formatted/correct_codes/Trim a Binary Search Tree.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Trim a Binary Search Tree.java,Trim a Binary Search Tree,,,,,0.900970108269102,0.38655753772769164,-0.5144125705414103
Two Furthest Houses With Different Colors,../data/formatted/buggy_codes_GPT/Two Furthest Houses With Different Colors.java,../data/formatted/correct_codes/Two Furthest Houses With Different Colors.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Two Furthest Houses With Different Colors.java,Two Furthest Houses With Different Colors,,,,,0.876781625627646,0.876781625627646,0.0
Unique Number of Occurrences,../data/formatted/buggy_codes_GPT/Unique Number of Occurrences.java,../data/formatted/correct_codes/Unique Number of Occurrences.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Unique Number of Occurrences.java,Unique Number of Occurrences,,,,,0.8700644041827161,0.8465887693392509,-0.023475634843465265
Valid Palindrome II,../data/formatted/buggy_codes_GPT/Valid Palindrome II.java,../data/formatted/correct_codes/Valid Palindrome II.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Valid Palindrome II.java,Valid Palindrome II,,,,,0.8679615744833735,0.8679615744833735,0.0
Video Stitching,../data/formatted/buggy_codes_GPT/Video Stitching.java,../data/formatted/correct_codes/Video Stitching.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Video Stitching.java,Video Stitching,,,,,0.9141665392024686,0.9067824210507023,-0.007384118151766317
Vowel Spellchecker,../data/formatted/buggy_codes_GPT/Vowel Spellchecker.java,../data/formatted/correct_codes/Vowel Spellchecker.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Vowel Spellchecker.java,Vowel Spellchecker,,,,,0.9037748524581617,0.9080795510341704,0.004304698576008681
Watering Plants II,../data/formatted/buggy_codes_GPT/Watering Plants II.java,../data/formatted/correct_codes/Watering Plants II.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Watering Plants II.java,Watering Plants II,,,,,0.9439320045868677,0.4671834660594638,-0.47674853852740384
Wiggle Subsequence,../data/formatted/buggy_codes_GPT/Wiggle Subsequence.java,../data/formatted/correct_codes/Wiggle Subsequence.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Wiggle Subsequence.java,Wiggle Subsequence,,,,,0.9555974956853583,0.9555974956853583,0.0
Zigzag Conversion,../data/formatted/buggy_codes_GPT/Zigzag Conversion.java,../data/formatted/correct_codes/Zigzag Conversion.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Zigzag Conversion.java,Zigzag Conversion,,,,,0.9387573298386717,0.5178779774375709,-0.42087935240110075
Zuma Game,../data/formatted/buggy_codes_GPT/Zuma Game.java,../data/formatted/correct_codes/Zuma Game.java,../data/formatted/debugged_GPTBuggyCodes_f_n/Zuma Game.java,Zuma Game,,,,,0.688822758855329,0.01991322724694833,-0.6689095316083806
