problem_name,bug_path,correct_path,debugged_path,bug_type,codebleu_bug,codebleu_debugged,codebleu_diff,coderouge_bug,coderouge_debugged,coderouge_diff,codef1_bug,codef1_debugged,codef1_diff
Mirror Reflection,../data/formatted/buggy_codes_GPT/Mirror Reflection.java,../data/formatted/correct_codes/Mirror Reflection.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Mirror Reflection.java,Mirror Reflection,0.6742855273705985,0.6742855273705985,0.0,0.6549230540871722,0.6549230540871722,0.0,0.6619225013012419,0.6619225013012419,0.0
Missing Number,../data/formatted/buggy_codes_GPT/Missing Number.java,../data/formatted/correct_codes/Missing Number.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Missing Number.java,Missing Number,0.8966065809493589,0.36549577165026104,-0.5311108092990978,0.8947721503644221,0.3246919839205104,-0.5700801664439117,0.8956491831428932,0.3380162669045276,-0.5576329162383656
Multiply Strings,../data/formatted/buggy_codes_GPT/Multiply Strings.java,../data/formatted/correct_codes/Multiply Strings.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Multiply Strings.java,Multiply Strings,0.920159531639617,0.9064827416340695,-0.013676790005547446,0.9226497381395736,0.9103055786338295,-0.012344159505744079,0.9213947018482425,0.9083367655192007,-0.01305793632904173
My Calendar II,../data/formatted/buggy_codes_GPT/My Calendar II.java,../data/formatted/correct_codes/My Calendar II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/My Calendar II.java,My Calendar II,0.8862928919508384,0.9158564442744197,0.02956355232358132,0.8730327462040953,0.9158564442744197,0.04282369807032438,0.8793540711526429,0.9158564442744197,0.03650237312177684
N-ary Tree Preorder Traversal,../data/formatted/buggy_codes_GPT/N-ary Tree Preorder Traversal.java,../data/formatted/correct_codes/N-ary Tree Preorder Traversal.java,../data/formatted/debugged_GPTBuggyCodes_0_n/N-ary Tree Preorder Traversal.java,N-ary Tree Preorder Traversal,0.8288833708122687,0.8046786620180719,-0.024204708794196783,0.8434747586480768,0.7881755590102459,-0.05529919963783081,0.8359524287186669,0.7914917967715005,-0.04446063194716643
Network Delay Time,../data/formatted/buggy_codes_GPT/Network Delay Time.java,../data/formatted/correct_codes/Network Delay Time.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Network Delay Time.java,Network Delay Time,0.602306325520423,0.5957337317595223,-0.006572593760900691,0.5809926672770216,0.5750518932982023,-0.005940773978819314,0.5895101679650047,0.583177478829443,-0.00633268913556162
Next Permutation,../data/formatted/buggy_codes_GPT/Next Permutation.java,../data/formatted/correct_codes/Next Permutation.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Next Permutation.java,Next Permutation,0.896790896376541,0.9045904306869731,0.007799534310432121,0.8958477993159644,0.9045904306869731,0.008742631371008724,0.8963158343870269,0.9045904306869731,0.008274596299946202
Non-decreasing Array,../data/formatted/buggy_codes_GPT/Non-decreasing Array.java,../data/formatted/correct_codes/Non-decreasing Array.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Non-decreasing Array.java,Non-decreasing Array,0.8611192121313079,0.5799237067084259,-0.2811955054228821,0.858580496344431,0.5853051538592323,-0.2732753424851987,0.859812375423689,0.5808693661081884,-0.27894300931550065
Non-overlapping Intervals,../data/formatted/buggy_codes_GPT/Non-overlapping Intervals.java,../data/formatted/correct_codes/Non-overlapping Intervals.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Non-overlapping Intervals.java,Non-overlapping Intervals,0.8930612179250984,0.6644041548136339,-0.2286570631114645,0.8829500471232068,0.6360154823049878,-0.24693456481821896,0.887796952784107,0.6463538449313568,-0.24144310785275014
Nth Digit,../data/formatted/buggy_codes_GPT/Nth Digit.java,../data/formatted/correct_codes/Nth Digit.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Nth Digit.java,Nth Digit,0.8847265898608643,0.6038678081684277,-0.2808587816924366,0.8847265898608643,0.5766827527860039,-0.3080438370748604,0.8847265898608643,0.5865755799113233,-0.298151009949541
Number of Boomerangs,../data/formatted/buggy_codes_GPT/Number of Boomerangs.java,../data/formatted/correct_codes/Number of Boomerangs.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number of Boomerangs.java,Number of Boomerangs,0.92476957039071,0.6531700290595783,-0.2715995413311316,0.92476957039071,0.6270056765007495,-0.2977638938899605,0.92476957039071,0.6372113748813424,-0.28755819550936756
Number of Different Subsequences GCDs,../data/formatted/buggy_codes_GPT/Number of Different Subsequences GCDs.java,../data/formatted/correct_codes/Number of Different Subsequences GCDs.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number of Different Subsequences GCDs.java,Number of Different Subsequences GCDs,0.9162443875206976,0.3853234145620534,-0.5309209729586442,0.9162443875206976,0.34830755798601265,-0.5679368295346849,0.9162443875206976,0.3575240068108966,-0.558720380709801
Number of Digit One,../data/formatted/buggy_codes_GPT/Number of Digit One.java,../data/formatted/correct_codes/Number of Digit One.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number of Digit One.java,Number of Digit One,0.8318151363026252,0.8318151363026252,0.0,0.8436361691923521,0.8436361691923521,0.0,0.8366711384601471,0.8366711384601471,0.0
Number of Good Leaf Nodes Pairs,../data/formatted/buggy_codes_GPT/Number of Good Leaf Nodes Pairs.java,../data/formatted/correct_codes/Number of Good Leaf Nodes Pairs.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number of Good Leaf Nodes Pairs.java,Number of Good Leaf Nodes Pairs,0.886083409557724,0.8957236650174704,0.009640255459746339,0.8873906039452192,0.8957236650174704,0.00833306107225118,0.8867342196831737,0.8957236650174704,0.008989445334296686
Number of Good Pairs,../data/formatted/buggy_codes_GPT/Number of Good Pairs.java,../data/formatted/correct_codes/Number of Good Pairs.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number of Good Pairs.java,Number of Good Pairs,0.8942326820621351,0.9097117615238461,0.01547907946171101,0.8860310777482032,0.9097117615238461,0.02368068377564292,0.8900090487918098,0.9097117615238461,0.019702712732036387
Number of Longest Increasing Subsequence,../data/formatted/buggy_codes_GPT/Number of Longest Increasing Subsequence.java,../data/formatted/correct_codes/Number of Longest Increasing Subsequence.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number of Longest Increasing Subsequence.java,Number of Longest Increasing Subsequence,0.9269576913326704,0.9269576913326704,0.0,0.9208436174812988,0.9208436174812988,0.0,0.9238435038221611,0.9238435038221611,0.0
Number of Pairs of Strings With Concatenation Equal to Target,../data/formatted/buggy_codes_GPT/Number of Pairs of Strings With Concatenation Equal to Target.java,../data/formatted/correct_codes/Number of Pairs of Strings With Concatenation Equal to Target.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number of Pairs of Strings With Concatenation Equal to Target.java,Number of Pairs of Strings With Concatenation Equal to Target,0.938546194627402,0.9408168309181982,0.0022706362907962685,0.9384223014313093,0.93268675639248,-0.005735545038829337,0.9384763964102735,0.9366500724616285,-0.0018263239486450145
Number Of Rectangles That Can Form The Largest Square,../data/formatted/buggy_codes_GPT/Number Of Rectangles That Can Form The Largest Square.java,../data/formatted/correct_codes/Number Of Rectangles That Can Form The Largest Square.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number Of Rectangles That Can Form The Largest Square.java,Number Of Rectangles That Can Form The Largest Square,0.8823242882746316,0.8947911892082576,0.012466900933626013,0.8799217613582658,0.8947911892082576,0.01486942784999179,0.8811054681544987,0.8947911892082576,0.01368572105375887
Number of Strings That Appear as Substrings in Word,../data/formatted/buggy_codes_GPT/Number of Strings That Appear as Substrings in Word.java,../data/formatted/correct_codes/Number of Strings That Appear as Substrings in Word.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number of Strings That Appear as Substrings in Word.java,Number of Strings That Appear as Substrings in Word,0.8322706044125928,0.8753340216911709,0.0430634172785781,0.8139852563209262,0.8753340216911709,0.061348765370244696,0.8225372767778215,0.875334021691171,0.052796744913349514
Number of Unique Good Subsequences,../data/formatted/buggy_codes_GPT/Number of Unique Good Subsequences.java,../data/formatted/correct_codes/Number of Unique Good Subsequences.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number of Unique Good Subsequences.java,Number of Unique Good Subsequences,0.978160283222537,0.5447870054439521,-0.4333732777785849,0.978160283222537,0.4754531092682187,-0.5027071739543183,0.978160283222537,0.49837781421323,-0.479782469009307
Number Of Ways To Reconstruct A Tree,../data/formatted/buggy_codes_GPT/Number Of Ways To Reconstruct A Tree.java,../data/formatted/correct_codes/Number Of Ways To Reconstruct A Tree.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number Of Ways To Reconstruct A Tree.java,Number Of Ways To Reconstruct A Tree,0.9319635956931431,0.3368297900216265,-0.5951338056715166,0.9319635956931431,0.2906454395496444,-0.6413181561434987,0.9319635956931431,0.3055273315121259,-0.6264362641810173
Number of Ways Where Square of Number Is Equal to Product of Two Numbers,../data/formatted/buggy_codes_GPT/Number of Ways Where Square of Number Is Equal to Product of Two Numbers.java,../data/formatted/correct_codes/Number of Ways Where Square of Number Is Equal to Product of Two Numbers.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Number of Ways Where Square of Number Is Equal to Product of Two Numbers.java,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,0.9173087157009285,0.9299565893058657,0.012647873604937132,0.9181588373549355,0.9299565893058657,0.011797751950930135,0.9177275418009525,0.9299565893058657,0.01222904750491316
Orderly Queue,../data/formatted/buggy_codes_GPT/Orderly Queue.java,../data/formatted/correct_codes/Orderly Queue.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Orderly Queue.java,Orderly Queue,0.8415772796677922,0.6648207581505238,-0.1767565215172684,0.840272705016828,0.6675863518953967,-0.17268635312143132,0.8407690379676367,0.6658507155188996,-0.17491832244873706
Path Sum III,../data/formatted/buggy_codes_GPT/Path Sum III.java,../data/formatted/correct_codes/Path Sum III.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Path Sum III.java,Path Sum III,0.9443743114260477,0.2854197168814658,-0.6589545945445818,0.9443743114260477,0.2435027942561349,-0.7008715171699127,0.9443743114260477,0.2551056511212398,-0.6892686603048079
Perfect Squares,../data/formatted/buggy_codes_GPT/Perfect Squares.java,../data/formatted/correct_codes/Perfect Squares.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Perfect Squares.java,Perfect Squares,0.8224585482806082,0.8300290136569957,0.007570465376387503,0.8109074963393641,0.8124897748203768,0.0015822784810126667,0.815857550490858,0.8181002113216775,0.0022426608308195872
Permutation Sequence,../data/formatted/buggy_codes_GPT/Permutation Sequence.java,../data/formatted/correct_codes/Permutation Sequence.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Permutation Sequence.java,Permutation Sequence,0.9055849401233012,0.4859174693467647,-0.41966747077653643,0.9072561198825059,0.4459194381641748,-0.4613366817183311,0.9064133572186674,0.460214446150234,-0.44619891106843346
Poor Pigs,../data/formatted/buggy_codes_GPT/Poor Pigs.java,../data/formatted/correct_codes/Poor Pigs.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Poor Pigs.java,Poor Pigs,0.8799113637403115,0.9082468130689749,0.028335449328663387,0.8715249781623235,0.9082468130689749,0.036721834906651374,0.875581696007879,0.9082468130689749,0.03266511706109587
"Pow(x, n)","../data/formatted/buggy_codes_GPT/Pow(x, n).java","../data/formatted/correct_codes/Pow(x, n).java","../data/formatted/debugged_GPTBuggyCodes_0_n/Pow(x, n).java","Pow(x, n)",0.9806284632736963,0.9439353982428791,-0.03669306503081726,0.9806284632736963,0.9250707823618338,-0.05555768091186253,0.9806284632736963,0.9333226248480988,-0.047305838425597546
Queens That Can Attack the King,../data/formatted/buggy_codes_GPT/Queens That Can Attack the King.java,../data/formatted/correct_codes/Queens That Can Attack the King.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Queens That Can Attack the King.java,Queens That Can Attack the King,0.9128494961016017,0.8536698498531045,-0.05917964624849725,0.9103696111250935,0.8246837920536632,-0.08568581907143036,0.9115997781816068,0.8366675078657233,-0.07493227031588345
Query Kth Smallest Trimmed Number,../data/formatted/buggy_codes_GPT/Query Kth Smallest Trimmed Number.java,../data/formatted/correct_codes/Query Kth Smallest Trimmed Number.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Query Kth Smallest Trimmed Number.java,Query Kth Smallest Trimmed Number,0.9184068621019037,0.926568985091079,0.008162122989175291,0.9167974641520072,0.926568985091079,0.009771520939071743,0.9175933700668714,0.926568985091079,0.008975615024207628
Rank Transform of a Matrix,../data/formatted/buggy_codes_GPT/Rank Transform of a Matrix.java,../data/formatted/correct_codes/Rank Transform of a Matrix.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Rank Transform of a Matrix.java,Rank Transform of a Matrix,0.5775555252111884,0.7384374041720735,0.16088187896088513,0.5399010003321492,0.6644754163901001,0.12457441605795094,0.5534710243843717,0.6848177702377005,0.13134674585332884
Reachable Nodes In Subdivided Graph,../data/formatted/buggy_codes_GPT/Reachable Nodes In Subdivided Graph.java,../data/formatted/correct_codes/Reachable Nodes In Subdivided Graph.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Reachable Nodes In Subdivided Graph.java,Reachable Nodes In Subdivided Graph,0.9065575127258663,0.9112304099221279,0.004672897196261627,0.9025112535828371,0.9083252070712092,0.005813953488372103,0.9044764485215975,0.9097212037663527,0.005244755244755206
Rearrange Spaces Between Words,../data/formatted/buggy_codes_GPT/Rearrange Spaces Between Words.java,../data/formatted/correct_codes/Rearrange Spaces Between Words.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Rearrange Spaces Between Words.java,Rearrange Spaces Between Words,0.5219289569684411,0.9250140622398503,0.40308510527140917,0.47383127038367046,0.9250140622398503,0.4511827918561798,0.49054665821971566,0.9250140622398503,0.4344674040201346
Remove All Adjacent Duplicates In String,../data/formatted/buggy_codes_GPT/Remove All Adjacent Duplicates In String.java,../data/formatted/correct_codes/Remove All Adjacent Duplicates In String.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Remove All Adjacent Duplicates In String.java,Remove All Adjacent Duplicates In String,0.8409213677028248,0.8109311172423965,-0.029990250460428247,0.846071339406277,0.8038413883380509,-0.042229951068226135,0.8434689600880432,0.806429237631362,-0.03703972245668119
Remove Duplicates from Sorted List,../data/formatted/buggy_codes_GPT/Remove Duplicates from Sorted List.java,../data/formatted/correct_codes/Remove Duplicates from Sorted List.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Remove Duplicates from Sorted List.java,Remove Duplicates from Sorted List,0.826572749994915,0.8449129656345284,0.01834021563961341,0.8216543084586281,0.8449129656345284,0.023258657175900366,0.8240935596691921,0.8449129656345284,0.02081940596533638
Remove Element,../data/formatted/buggy_codes_GPT/Remove Element.java,../data/formatted/correct_codes/Remove Element.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Remove Element.java,Remove Element,0.8641085745336251,0.9013051960546463,0.03719662152102121,0.8456958465341402,0.9013051960546463,0.05560934952050611,0.8543496206684669,0.9013051960546463,0.04695557538617945
Remove Zero Sum Consecutive Nodes from Linked List,../data/formatted/buggy_codes_GPT/Remove Zero Sum Consecutive Nodes from Linked List.java,../data/formatted/correct_codes/Remove Zero Sum Consecutive Nodes from Linked List.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Remove Zero Sum Consecutive Nodes from Linked List.java,Remove Zero Sum Consecutive Nodes from Linked List,0.8157468318141565,0.8652649757527694,0.04951814393861287,0.8119956527492779,0.8652649757527694,0.05326932300349152,0.8138281875414042,0.8652649757527694,0.051436788211365214
Reorder List,../data/formatted/buggy_codes_GPT/Reorder List.java,../data/formatted/correct_codes/Reorder List.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Reorder List.java,Reorder List,0.6246357336943041,0.6266365175567203,0.0020007838624162,0.606181783075775,0.6081476371729753,0.0019658540972002925,0.6129492766154289,0.6149856774680447,0.002036400852615805
Replace All Digits with Characters,../data/formatted/buggy_codes_GPT/Replace All Digits with Characters.java,../data/formatted/correct_codes/Replace All Digits with Characters.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Replace All Digits with Characters.java,Replace All Digits with Characters,0.8705890803510482,0.847576525627949,-0.023012554723099155,0.8564556917412592,0.82235883835614,-0.03409685338511925,0.863393241716071,0.8343670179542998,-0.02902622376177122
Robot Return to Origin,../data/formatted/buggy_codes_GPT/Robot Return to Origin.java,../data/formatted/correct_codes/Robot Return to Origin.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Robot Return to Origin.java,Robot Return to Origin,0.9454581885288236,0.9531804037472922,0.007722215218468609,0.9418086927282459,0.9531804037472922,0.011371711019046327,0.943598287580105,0.9531804037472922,0.009582116167187182
Rotate Image,../data/formatted/buggy_codes_GPT/Rotate Image.java,../data/formatted/correct_codes/Rotate Image.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Rotate Image.java,Rotate Image,0.9387618037837971,0.7905251229784785,-0.1482366808053186,0.9321778755352887,0.7440257909546958,-0.18815208458059296,0.935403749868448,0.7639537018066261,-0.17145004806182185
Search in Rotated Sorted Array II,../data/formatted/buggy_codes_GPT/Search in Rotated Sorted Array II.java,../data/formatted/correct_codes/Search in Rotated Sorted Array II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Search in Rotated Sorted Array II.java,Search in Rotated Sorted Array II,0.9546227401237612,0.965227793728447,0.010605053604685777,0.952363175102911,0.965227793728447,0.012864618625536006,0.9534821014930556,0.965227793728447,0.011745692235391458
Shortest Common Supersequence,../data/formatted/buggy_codes_GPT/Shortest Common Supersequence.java,../data/formatted/correct_codes/Shortest Common Supersequence.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Shortest Common Supersequence.java,Shortest Common Supersequence,0.9331499551806834,0.30789228917339573,-0.6252576660072877,0.9331499551806834,0.2608083048692745,-0.672341650311409,0.9331499551806833,0.27077751551804774,-0.6623724396626356
Shortest Subarray to be Removed to Make Array Sorted,../data/formatted/buggy_codes_GPT/Shortest Subarray to be Removed to Make Array Sorted.java,../data/formatted/correct_codes/Shortest Subarray to be Removed to Make Array Sorted.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Shortest Subarray to be Removed to Make Array Sorted.java,Shortest Subarray to be Removed to Make Array Sorted,0.9271236295018771,0.9498057591974503,0.02268212969557315,0.9190771145253611,0.9498057591974503,0.030728644672089134,0.9230294326765367,0.9498057591974503,0.02677632652091355
Smallest Subtree with all the Deepest Nodes,../data/formatted/buggy_codes_GPT/Smallest Subtree with all the Deepest Nodes.java,../data/formatted/correct_codes/Smallest Subtree with all the Deepest Nodes.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Smallest Subtree with all the Deepest Nodes.java,Smallest Subtree with all the Deepest Nodes,0.9352497336713086,0.9307139843908587,-0.004535749280449863,0.936191932706605,0.9310392029301375,-0.005152729776467413,0.9357186195068732,0.9308379136858771,-0.00488070582099609
Soup Servings,../data/formatted/buggy_codes_GPT/Soup Servings.java,../data/formatted/correct_codes/Soup Servings.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Soup Servings.java,Soup Servings,0.8735080409084747,0.8735080409084747,0.0,0.8931868253306655,0.8931868253306655,0.0,0.8819585415503203,0.8819585415503203,0.0
Spiral Matrix II,../data/formatted/buggy_codes_GPT/Spiral Matrix II.java,../data/formatted/correct_codes/Spiral Matrix II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Spiral Matrix II.java,Spiral Matrix II,0.8970333896970292,0.891066403397444,-0.005966986299585142,0.887937656304322,0.8815005171429718,-0.006437139161350136,0.8923493432983116,0.8861238234896318,-0.0062255198086798025
Stone Game VI,../data/formatted/buggy_codes_GPT/Stone Game VI.java,../data/formatted/correct_codes/Stone Game VI.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Stone Game VI.java,Stone Game VI,0.9197903591888154,0.9197903591888154,0.0,0.9197903591888154,0.9197903591888154,0.0,0.9197903591888154,0.9197903591888154,0.0
String Matching in an Array,../data/formatted/buggy_codes_GPT/String Matching in an Array.java,../data/formatted/correct_codes/String Matching in an Array.java,../data/formatted/debugged_GPTBuggyCodes_0_n/String Matching in an Array.java,String Matching in an Array,0.8496137499855788,0.8496137499855788,0.0,0.8470378049701583,0.8470378049701583,0.0,0.8480644300824699,0.8480644300824699,0.0
String Without AAA or BBB,../data/formatted/buggy_codes_GPT/String Without AAA or BBB.java,../data/formatted/correct_codes/String Without AAA or BBB.java,../data/formatted/debugged_GPTBuggyCodes_0_n/String Without AAA or BBB.java,String Without AAA or BBB,0.5398391056541209,0.8418731712593565,0.3020340656052356,0.5097615583458598,0.8265668866209384,0.31680532827507857,0.5229832503378145,0.8339572286940715,0.31097397835625706
Subsets II,../data/formatted/buggy_codes_GPT/Subsets II.java,../data/formatted/correct_codes/Subsets II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Subsets II.java,Subsets II,0.9022598791922567,0.7348920655312021,-0.16736781366105458,0.9005933636834593,0.7216293755351082,-0.17896398814835113,0.9014238158561934,0.7274705688757159,-0.17395324698047743
Sum of All Odd Length Subarrays,../data/formatted/buggy_codes_GPT/Sum of All Odd Length Subarrays.java,../data/formatted/correct_codes/Sum of All Odd Length Subarrays.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Sum of All Odd Length Subarrays.java,Sum of All Odd Length Subarrays,0.1774142080818938,0.6764303303055683,0.49901612222367453,0.18425315356396674,0.6565975560581244,0.47234440249415766,0.1795101412759801,0.6592067910729447,0.4796966497969646
Sum of Digits of String After Convert,../data/formatted/buggy_codes_GPT/Sum of Digits of String After Convert.java,../data/formatted/correct_codes/Sum of Digits of String After Convert.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Sum of Digits of String After Convert.java,Sum of Digits of String After Convert,0.9338835203689329,0.9406709920198961,0.006787471650963273,0.9329554169778147,0.9406709920198961,0.007715575042081424,0.9334156631282362,0.9406709920198961,0.007255328891659918
Sum of Scores of Built Strings,../data/formatted/buggy_codes_GPT/Sum of Scores of Built Strings.java,../data/formatted/correct_codes/Sum of Scores of Built Strings.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Sum of Scores of Built Strings.java,Sum of Scores of Built Strings,0.9591586441975664,0.9262175331580155,-0.032941111039550885,0.9555370538776587,0.9138307336347898,-0.04170632024286891,0.9573344580745299,0.91948738353803,-0.037847074536499936
Super Egg Drop,../data/formatted/buggy_codes_GPT/Super Egg Drop.java,../data/formatted/correct_codes/Super Egg Drop.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Super Egg Drop.java,Super Egg Drop,0.9423541449350964,0.9423541449350964,0.0,0.9423541449350964,0.9423541449350964,0.0,0.9423541449350964,0.9423541449350964,0.0
Surrounded Regions,../data/formatted/buggy_codes_GPT/Surrounded Regions.java,../data/formatted/correct_codes/Surrounded Regions.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Surrounded Regions.java,Surrounded Regions,0.9636861139344004,0.9636861139344004,0.0,0.9636861139344004,0.9636861139344004,0.0,0.9636861139344004,0.9636861139344004,0.0
The Time When the Network Becomes Idle,../data/formatted/buggy_codes_GPT/The Time When the Network Becomes Idle.java,../data/formatted/correct_codes/The Time When the Network Becomes Idle.java,../data/formatted/debugged_GPTBuggyCodes_0_n/The Time When the Network Becomes Idle.java,The Time When the Network Becomes Idle,0.9280625228113525,0.8615959075269528,-0.06646661528439968,0.9271884185365811,0.834106081028424,-0.09308233750815709,0.9276247025682772,0.8454797818101776,-0.08214492075809965
Total Hamming Distance,../data/formatted/buggy_codes_GPT/Total Hamming Distance.java,../data/formatted/correct_codes/Total Hamming Distance.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Total Hamming Distance.java,Total Hamming Distance,0.911488212519576,0.9295865532688826,0.018098340749306607,0.9008502500229345,0.9295865532688826,0.028736303245948114,0.9059855944163762,0.9295865532688826,0.02360095885250646
Transform to Chessboard,../data/formatted/buggy_codes_GPT/Transform to Chessboard.java,../data/formatted/correct_codes/Transform to Chessboard.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Transform to Chessboard.java,Transform to Chessboard,0.9364552790162459,0.9294581640204087,-0.006997114995837217,0.9343880586835475,0.9317035048893676,-0.002684553794179867,0.935413114074107,0.9305418065922386,-0.00487130748186837
Trim a Binary Search Tree,../data/formatted/buggy_codes_GPT/Trim a Binary Search Tree.java,../data/formatted/correct_codes/Trim a Binary Search Tree.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Trim a Binary Search Tree.java,Trim a Binary Search Tree,0.9447156773792426,0.8982911404379719,-0.04642453694127069,0.9447156773792426,0.8941061259486491,-0.050609551430593425,0.9447156773792426,0.8961479644739848,-0.04856771290525774
Two Furthest Houses With Different Colors,../data/formatted/buggy_codes_GPT/Two Furthest Houses With Different Colors.java,../data/formatted/correct_codes/Two Furthest Houses With Different Colors.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Two Furthest Houses With Different Colors.java,Two Furthest Houses With Different Colors,0.8950179366468877,0.8950179366468877,0.0,0.876781625627646,0.876781625627646,0.0,0.8852415013204493,0.8852415013204493,0.0
Unique Number of Occurrences,../data/formatted/buggy_codes_GPT/Unique Number of Occurrences.java,../data/formatted/correct_codes/Unique Number of Occurrences.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Unique Number of Occurrences.java,Unique Number of Occurrences,0.8827577714676407,0.8450063146900018,-0.037751456777638914,0.8806620166397463,0.8324110338817958,-0.04825098275795048,0.8816921355263314,0.838266997093944,-0.04342513843238738
Valid Palindrome II,../data/formatted/buggy_codes_GPT/Valid Palindrome II.java,../data/formatted/correct_codes/Valid Palindrome II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Valid Palindrome II.java,Valid Palindrome II,0.872393224209522,0.872393224209522,0.0,0.8679615744833735,0.8679615744833735,0.0,0.8700115192507635,0.8700115192507635,0.0
Video Stitching,../data/formatted/buggy_codes_GPT/Video Stitching.java,../data/formatted/correct_codes/Video Stitching.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Video Stitching.java,Video Stitching,0.9189063455866597,0.6166532415736207,-0.30225310401303906,0.9141665392024686,0.5879610038364548,-0.3262055353660138,0.9164994919644862,0.5985167088532654,-0.31798278311122086
Vowel Spellchecker,../data/formatted/buggy_codes_GPT/Vowel Spellchecker.java,../data/formatted/correct_codes/Vowel Spellchecker.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Vowel Spellchecker.java,Vowel Spellchecker,0.9044699070330842,0.8676628547151733,-0.036807052317910816,0.9037748524581617,0.8683945694819626,-0.03538028297619911,0.904120445221524,0.8679957305919297,-0.03612471462959432
Watering Plants II,../data/formatted/buggy_codes_GPT/Watering Plants II.java,../data/formatted/correct_codes/Watering Plants II.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Watering Plants II.java,Watering Plants II,0.9439320045868677,0.6017612141403677,-0.3421707904465,0.9439320045868677,0.5563425717918646,-0.387589432795003,0.9439320045868677,0.572336278367682,-0.3715957262191857
Wiggle Subsequence,../data/formatted/buggy_codes_GPT/Wiggle Subsequence.java,../data/formatted/correct_codes/Wiggle Subsequence.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Wiggle Subsequence.java,Wiggle Subsequence,0.9555974956853583,0.9082066894574774,-0.047390806227880944,0.9555974956853583,0.9034682987713964,-0.052129196913961895,0.9555974956853583,0.9058055704899792,-0.049791925195379116
Zigzag Conversion,../data/formatted/buggy_codes_GPT/Zigzag Conversion.java,../data/formatted/correct_codes/Zigzag Conversion.java,../data/formatted/debugged_GPTBuggyCodes_0_n/Zigzag Conversion.java,Zigzag Conversion,0.9431016587635234,0.9414413274217308,-0.0016603313417925536,0.9387573298386717,0.9415823274741826,0.0028249976355109174,0.9408947415771762,0.9414869320823713,0.0005921905051951004
